"Hm0","THp","Tm01","Tm02","Tp","U10","wind_dir"
6.5,41.1,11.2,9.3,12.9,15.5,17.5
6.7,39.9,11.3,9.4,13,16,21.6
7,39.2,11.3,9.4,13.1,17.3,28.4
7.3,41.6,11.3,9.4,13,17.5,35.8
7.1,43.2,11.2,9.4,12.8,17,38.3
6.8,44.2,11,9.2,12.7,16.7,38.7
6.4,44.6,10.7,8.9,12.2,16.7,38.7
6.1,45.2,10.4,8.7,11.9,16.2,41
5.7,46,10.2,8.5,11.8,15.1,42.4
5.2,46.1,9.9,8.2,11.3,14.4,40.3
4.9,45.2,9.7,8,11,14,38.5
4.6,44.4,9.5,7.8,10.7,13.1,40.3
4.2,43.9,9.4,7.7,10.5,11.6,39.5
3.9,43.2,9.3,7.5,10.4,11.3,38.3
3.7,42.5,9.3,7.4,10.3,10.5,35.8
3.6,42.2,9.5,7.5,10.6,9.5,39.5
3.5,42.3,9.9,7.7,10.4,8.2,47.1
3.5,42.1,10.2,8.1,10.2,6.7,47.1
3.5,213.1,10.5,8.3,9.9,6.9,52.6
3.5,213.1,10.4,8.2,15.1,8.1,67.5
3.7,44.8,10,7.9,14.6,9.3,78.8
4,46.8,9.8,7.9,9.6,10.3,81.1
4.3,50,9.6,7.9,9.7,12,75.9
4.6,53.3,9.6,8,10.2,13.5,70.7
5.1,53.8,9.6,8.1,10.4,15.2,64.6
5.7,51.5,9.9,8.4,10.9,16.8,58.6
6.7,48.8,10.4,8.8,11.4,19,54.4
8.1,41.1,11.2,9.4,12.2,20.8,52.3
9.1,39.4,11.9,10.1,12.7,21.5,49.9
9.6,38.2,12.2,10.4,13.4,21.3,47.3
9.4,40.4,12.3,10.3,13.5,20.9,45.4
9,48,12.1,10.2,13.4,20,44.2
8.2,49.9,11.8,9.9,13.1,18.4,41.3
7.4,48.5,11.5,9.6,12.9,17.3,37.5
6.9,46.6,11.2,9.3,12.5,16.6,35.3
6.4,45.7,11,9.1,12.4,15.5,34.5
5.9,45.8,10.9,9.1,12.4,13.9,31.6
5.5,46.1,11,9.1,12.6,12.7,26.2
5.2,46.1,10.9,8.9,12.7,12.2,22.6
4.9,45.9,10.9,8.8,12.7,11.2,22.5
4.6,45.7,10.9,8.9,12.6,9.6,19.3
4.3,45.3,11,9.1,12.6,8.8,8.2
4.1,44.6,10.9,9,12.5,9.1,359.2
4,43.5,10.9,8.8,12.4,8.9,354
3.9,41.8,10.8,8.8,12.4,8.6,344.5
3.9,39.4,10.7,8.5,12.4,9.5,335
3.9,37.6,10.4,8,12.4,10.7,332.2
4,36,10.1,7.7,12.4,10.9,329.2
4.1,34.6,9.9,7.6,12.4,11.4,321.6
4.2,33.1,9.7,7.4,12.3,12.6,316.5
4.4,31.2,9.5,7.3,11.5,13.5,316.2
4.5,28,9.5,7.4,11.1,13.6,314.9
4.6,20.4,9.7,7.5,11.4,13.5,310.3
4.7,17.8,9.8,7.6,11.7,13.6,307.8
4.7,16.6,10,7.6,12.2,12.8,308.6
4.5,15.7,10.2,7.8,12.5,11.3,307.2
4.2,15.2,10.4,8,12.6,10,300.3
3.9,15.2,10.5,8.1,12.5,9.5,297.8
3.7,15.5,10.5,8.2,12.4,8.3,304.5
3.4,16.1,10.6,8.6,12.2,6.2,316
3.2,16.9,10.7,9,11.9,3.2,321.4
3,17.8,10.7,9.3,11.7,0.6,49.1
2.9,18.7,10.7,9.3,11.6,4.6,113.6
2.7,19.6,10.7,9.3,11.7,9.3,122
2.6,20.4,10.5,8.4,12.2,13.6,132.1
3.1,21.2,8.3,5.7,12.8,16.7,137.7
4.1,193.9,7.8,6.2,7.3,17.6,137.5
5,171,8.3,6.8,8.6,19.1,140
5.2,179.7,9,7.4,9.7,15.2,145.7
4.8,195.8,9.6,7.9,10.8,11.3,161.8
4.4,202.7,10.2,8.6,11.7,7,169.8
4.2,208.9,10.7,9.2,12.4,6.3,158
4.2,210.8,10.9,9.4,12.8,7.9,144.2
4.2,211.5,10.9,8.9,12.6,10.3,154.6
4.5,210.3,10.5,8.3,12.7,11.8,198.8
4.6,209.5,10.5,8.3,12.6,11.5,217.3
4.6,208.8,10.6,8.4,12.5,11.2,215.5
4.6,207,10.6,8.3,13,11.7,208.9
4.7,204.5,10.3,8,12.9,13.5,203.1
5,203.3,9.9,7.8,12.6,14.7,201.6
5.3,204.3,9.9,8,12.2,14.7,209.6
5.4,208.3,10.1,8.2,12,14.5,227.6
5.4,211.2,10.1,8.3,11.9,14.6,246.1
5.4,212.6,10.1,8.3,11.8,14.8,254.8
5.4,245.4,10,8.2,11.6,14.9,253.9
5.1,248.2,9.9,8.1,11.4,14.1,251.6
4.6,249.5,9.9,8.1,11.8,11.6,244.5
4.1,210.5,9.9,8.1,11.6,9.6,230.6
3.7,206.4,9.7,8,11.5,9.1,218.2
3.4,205.6,9.5,7.7,11.2,9,221.3
3.4,206.9,9.1,7.4,10.9,10.4,229.9
3.7,214.5,8.8,7.2,10.7,12.6,233.9
4.2,233.6,8.8,7.3,10.4,14.5,238.5
4.6,240.7,9,7.4,10.5,15,242.1
4.7,243.4,9.2,7.5,10.5,14.6,244.4
4.6,245,9.3,7.6,10.7,13.8,242.3
4.5,245.9,9.3,7.5,10.8,13.7,239.6
4.4,246.6,9.2,7.3,10.5,13.9,243.1
4.3,247.2,9,7.2,10.3,13.5,247.1
4.1,247.5,8.8,7.1,9.9,13.1,248.1
3.9,247.5,8.6,6.9,9.5,13.5,252.2
3.9,248.3,8.3,6.8,9.3,14.5,262
4,250.3,8.2,6.8,9.1,14.6,270.4
3.8,251.3,8.2,6.8,9.2,13,270.7
3.4,250.2,8,6.7,9.1,11.9,264.7
3,248.7,7.8,6.4,8.9,10.5,257.9
2.6,247,7.7,6.3,8.7,8.3,245.3
2.2,245.8,7.6,6.2,8.9,7.7,213.9
2.2,244.2,7.1,5.6,8.6,10.6,194
2.4,238.8,6.5,5.3,7.2,12.8,192.9
2.7,214.8,6.7,5.6,7.5,12.5,201.9
2.8,226.9,7,5.9,7.9,11.9,215.5
2.7,233.5,7.1,6,8.1,11.3,225.2
2.7,241.6,7.3,6,8.3,11.3,233.9
3,253.7,7.9,6.3,8.5,11.3,238.5
3.5,262.8,8.8,6.8,10.1,11.6,239.1
4.1,267.3,9.4,7.2,13,12.9,240.9
4.6,268.6,9.6,7.4,12.9,13.8,244.6
4.7,269.6,9.7,7.6,12.5,13.3,247.7
4.5,271,9.9,7.7,12.7,11.6,230.2
4.3,271.7,9.7,7.5,12.5,13.2,202.3
4.6,270.8,9,7.1,12,16.5,191.7
5.1,212.2,8.8,7.2,9.6,18.1,188.7
5.5,212.9,9.2,7.7,10.3,18,186.5
5.9,214,9.6,8,10.8,18,185.1
6.2,208.8,10,8.3,11.3,17.5,186.5
6.3,205,10.4,8.5,11.5,16.4,189.3
6.3,246.5,10.9,8.7,11.6,15.4,190.7
6.2,254.4,11.3,8.9,11.7,14.5,192.1
6,255.4,11.7,9,16.1,12.8,196.1
5.7,255.7,12.1,9.3,15.6,10.7,199.4
5.3,256.1,12.3,9.7,15.5,8.8,200.6
4.8,256.7,12.4,10.1,15,6.7,203.8
4.5,257.4,12.4,10.5,14.6,4.1,225
4.2,258,12.3,10.6,14,2.5,294.8
3.9,258.4,12,10.5,13.9,4,339.1
3.7,258.6,11.7,10.3,13.5,6.2,340.9
3.5,258.8,11.4,10.1,13.2,8.8,339.6
3.4,259.1,11.1,9.8,12.8,9.7,341.8
3.4,259.4,10.7,9.1,12.7,9.1,342.7
3.4,260,10.4,8.7,12.3,7,339.8
3.4,260.6,10.2,8.9,12,5.8,338.2
3.4,261.2,10.1,8.9,11.7,4.9,343
3.3,261.9,9.9,8.9,11.7,3.4,353.1
3.2,262.5,9.8,8.8,11.2,2.3,358.9
3.1,136.3,9.7,8.7,11,2.7,1.8
3,136.3,9.6,8.7,10.8,3.3,26.2
3,136,9.5,8.6,10.6,4.8,73.1
2.9,135.3,9.4,8.5,10.4,6.3,93
2.8,134.2,9.1,7.8,10.4,7.8,92.1
2.8,132.5,8.6,7.1,10.1,9,84.6
2.9,98.3,8,6.4,9.8,11.6,91.7
3,98.8,7.6,6.3,9.7,11.8,99.8
3.1,104.7,7.6,6.3,9,11.6,106.3
3,105.7,7.6,6.3,8.6,11.6,104.4
3,88.9,7.5,6.3,8.7,11.8,97.2
2.9,82.7,7.5,6.3,8.7,10.6,94.1
2.7,80.5,7.8,6.5,8.7,8.5,101.5
2.6,79.6,8.3,6.8,8.7,7.8,121.2
2.7,80.6,9.1,7.1,8.7,8.1,136
3,232.4,10.2,7.7,8.8,6.6,133.7
3.3,231.8,11.3,8.7,14.8,4.6,109.5
3.6,231.5,12.1,9.7,14.8,3.9,83.7
3.8,231.2,12.5,10.4,14.7,3.3,90.9
3.9,230.9,12.7,10.7,14.6,4.8,134.4
4,230.7,12.6,10.5,14.5,7.2,145.5
4,230.5,12.2,9.8,14.2,7.6,143.3
4,230.4,11.8,9.3,14.3,7.9,138.5
4,230.6,11.5,9,13.9,8.1,138.9
3.9,231.1,11.2,9,13.5,7.5,140.2
3.8,232.2,11,9,13.1,7.4,135.9
3.7,234.3,11,9.2,12.6,6.3,118.8
3.6,237.3,10.9,9.4,12.8,6.8,79.1
3.7,239.1,10.7,8.8,12.6,10.4,41.8
4.1,240,9.8,7.4,12.5,14.1,32.2
4.7,240.1,9.5,7.6,12.2,12.5,39.1
5.1,105.5,10.4,8.9,11.7,9.4,47.6
5.5,118.4,11.3,10.2,12.2,1.8,96.3
5.6,122.5,11.8,10.8,12.6,8.7,188.4
5.3,125.4,11.9,10.7,12.7,12.3,189.5
5,131.2,11,9.1,12.5,13.6,184.3
4.8,138,10.1,8,12.2,13.3,185.1
4.4,231.5,9.7,7.8,11.6,11.5,182.9
3.9,234.3,9.5,7.8,11.4,10.1,173.6
3.5,236.5,9.4,7.7,11.1,9.4,165.8
3.2,237.5,9.2,7.5,10.9,8.7,161.1
3,237.8,9,7.4,10.6,7.9,155.2
2.7,237.8,8.9,7.4,10.3,7.4,140.1
2.6,237.6,8.7,7.2,10.4,7.7,121.3
2.5,237,8.4,6.7,10.1,8.6,102.7
2.6,109.6,7.7,6.1,9.9,11,92.7
3.2,106.3,7.5,6.1,7.9,14.1,90.8
4.1,115.7,8.1,6.7,8.7,17,89.6
5.2,120.4,8.9,7.4,9.7,18.2,89.3
5.9,124.9,9.6,8,10.4,18.6,92
6,132.5,9.9,8.2,11.2,16.1,93.5
5.5,134,10.1,8.4,11.5,13.8,99.7
5,135.1,10.3,8.8,11.8,9.6,110
4.4,135.9,10.5,9.2,11.5,6.1,123.6
4,136.3,10.5,9.4,11.6,4.2,137.6
3.6,136.6,10.3,9.3,11.6,2.8,158
3.3,136.8,10.1,9.2,11.6,2,206.2
3.1,136.9,10,9,11.5,2.2,262.7
2.8,137,9.8,8.9,11.7,2.5,292.9
2.7,236.6,9.7,8.8,11.4,3.3,299.7
2.6,218.7,9.8,8.8,11.3,5.3,294.2
2.6,217.5,9.9,8.8,11.3,6.1,307.6
2.6,217.7,10,8.9,11.3,5.2,316.1
2.6,218.7,10,8.9,11.4,4.5,319.6
2.6,220.6,9.9,8.8,11.3,4.3,320
2.6,223.9,9.7,8.7,11.2,4,327
2.5,226.8,9.6,8.6,11,3.3,348.9
2.4,229.3,9.4,8.5,10.9,2.2,25.8
2.3,232.3,9.2,8.4,10.7,1.3,46.5
2.2,236.5,9.1,8.3,10.5,1,63.7
2,239,8.9,8.1,10.6,1.9,101.2
1.9,240.4,8.8,8,10.3,2.8,124.9
1.8,241.1,8.6,7.8,10,3.4,144.9
1.6,241.3,8.4,7.6,9.8,4.1,152.9
1.4,240.9,8.1,7.4,9.6,4.8,149.5
1.3,239.4,7.8,6.9,9.4,6.4,143.1
1.2,218.2,7,5.6,7.3,7.5,151.8
1.3,213.3,6.2,4.9,7.2,7.4,152.3
1.3,213.8,6.1,4.8,7,7.8,141.6
1.5,217.1,6,4.7,6.9,9.1,138.9
1.7,222.9,6.1,4.8,5,9.2,141.6
1.8,224.8,6.4,5,5.4,9,143
1.9,225.8,6.8,5.2,11.8,8.8,139.4
2,226.4,7,5.3,11.4,8.9,136.9
2,226.8,7.2,5.4,11.8,8.6,137.2
2,227,7.4,5.5,11.6,8.1,137.1
2,227.1,7.6,5.6,11.4,7.8,135.6
1.9,227.2,7.8,5.7,11.2,7.1,134.3
1.8,227.2,8.1,6,11.1,5.8,136.6
1.7,227.2,8.3,6.2,11,4.9,134.7
1.7,227.2,8.4,6.4,10.9,4.8,128.7
1.6,227.2,8.5,6.6,10.7,4.2,130.6
1.6,227.2,8.5,6.8,10.5,2.3,130.3
1.5,227.2,8.5,6.9,10.6,1.5,61.3
1.5,227.3,8.3,6.9,10.2,2.4,44.9
1.4,227.4,8.2,6.8,9.9,2,35.4
1.4,227.8,8,6.7,9.7,2.6,340
1.3,228.3,7.7,6.5,9.5,4.9,330.5
1.3,229,7.4,6.1,9.6,5.7,336.4
1.4,229.9,6.9,5.5,9.4,5.6,332.6
1.4,231,6.6,5.3,9.2,6.4,321.7
1.4,262.3,6.2,5,9.1,7.7,319.6
1.5,267.3,5.9,4.8,8.9,7.9,322
1.5,270,5.8,4.8,5.9,7.5,319.9
1.4,269.9,5.8,4.7,5.9,7.7,313.7
1.4,271.7,5.6,4.6,5.6,8,310.1
1.4,270.1,5.5,4.6,5.3,7.6,308.6
1.3,265,5.6,4.6,5.4,7.1,301.7
1.2,263.1,5.6,4.5,5.4,7.4,293.4
1.3,264.1,5.5,4.5,5.4,7.8,290.7
1.3,261.3,5.5,4.6,5.7,7.5,288.6
1.3,251.5,5.7,4.7,5.9,7.3,280.3
1.4,251.2,5.7,4.7,6.2,8.2,277.7
1.5,278.2,5.7,4.8,6.3,8.9,281
1.7,283.5,5.8,4.9,6.5,9.4,284.8
1.9,285.3,6,5.1,6.8,10.1,285.6
2.1,286.5,6.2,5.2,7.2,10.9,287.1
2.3,288.5,6.4,5.4,7.3,11.3,293.6
2.3,290.8,6.5,5.5,7.5,10.8,300.4
2.2,290.9,6.6,5.5,7.7,9.5,303
2,289,6.5,5.4,7.7,8.7,300.7
1.8,287.8,6.4,5.3,7.8,8.3,299.2
1.6,286.5,6.4,5.3,7.7,6.6,304.3
1.4,285.1,6.5,5.5,7.7,4.2,299.6
1.3,284.2,6.6,5.7,7.6,3.1,263.1
1.2,247,6.6,5.7,7.5,3.7,217.1
1.1,246.2,6.4,5.5,7.4,6.1,185.2
1.2,244,5.6,4.5,6.6,9.5,179.6
1.6,211.5,5.1,4.4,5.4,12,186.1
2.3,221.3,5.9,5.1,6.4,12.8,197.5
2.8,232.2,6.8,5.7,7.8,12.1,216.6
3.1,242.7,7.5,6.3,8.7,12.3,239.5
3.3,247.8,7.9,6.5,9.2,12.3,248.6
3.3,253.2,8,6.6,9.4,11.8,255.6
3.2,255.3,8,6.6,9.4,11.3,258.3
3,255.3,7.9,6.5,9.3,10.5,248.9
2.9,252.5,7.7,6.3,9.1,11.4,231.5
3,245,7.4,6,8.6,12.9,223.6
3.3,242.1,7.4,6.2,8.6,13.4,223.4
3.5,245.8,7.7,6.4,8.6,13.5,223
3.6,250,7.9,6.5,9.1,13.4,220.8
3.6,250.7,8,6.6,9.2,13.2,220
3.5,252.3,8.1,6.7,9.3,12.3,219
3.4,253.8,8.1,6.6,9.4,12.1,221.5
3.3,256,8.3,6.7,9.5,11.2,222.9
3.2,258.7,8.6,6.8,9.5,9.6,223.3
3.1,260.6,8.9,7.1,9.9,8,222.3
2.9,261.1,9.1,7.4,10,6.6,239
2.8,260.7,9,7.4,9.8,7.5,272.4
2.8,260.4,8.7,7,9.5,9.4,284.6
2.8,260.3,8.3,6.6,9.8,9.4,282.3
2.8,260.3,8.4,6.7,9.7,8.7,268.1
2.8,261.9,8.5,6.8,9.7,9.2,249.7
2.9,284.8,8.6,6.7,9.5,10,241.7
3.1,285.3,8.6,6.7,9.7,10.3,234.8
3.3,284.8,8.7,6.7,9.8,11.2,229.3
3.6,283.5,8.9,6.8,10,11.9,227.7
3.9,282.7,9.4,7.1,10.9,11.6,226.9
4.1,282.9,10,7.5,13.8,11.2,220.2
4.4,283.2,10.4,7.7,14.2,12.1,211.7
4.7,282.4,10.3,7.6,13.9,13.6,207.1
5,278.1,10,7.6,13.8,14.9,206.4
5.1,271.2,9.8,7.7,12.8,14.9,208.4
5,264.1,9.8,7.7,12.9,13.8,212.3
4.7,262.2,9.7,7.6,12.8,13.4,214.1
4.5,262.1,9.6,7.5,12.6,13,211.3
4.3,262.4,9.4,7.3,12.3,13.2,204.2
4.3,261.8,9.1,7.2,12,14.5,203.2
4.5,258.8,9,7.2,11.5,14.5,212.2
4.4,256.7,9,7.3,10.9,13.4,228.2
4.2,259.2,9.1,7.3,10.9,12.7,239.1
4.1,262.3,9,7.2,10.8,13,239.2
4.2,267.4,9,7.2,10.7,13.8,239.6
4.5,271.5,9.1,7.3,10.8,14.3,246.5
4.7,274.7,9.3,7.5,11.1,14.1,254.6
4.8,276.7,9.5,7.6,11.3,14.2,258.8
4.7,278.1,9.5,7.6,11.4,14.2,263.2
4.6,279.7,9.3,7.5,11.3,13.7,270.3
4.3,282.1,9.2,7.4,11.1,12.6,277
3.8,283.3,9,7.2,11,11.5,279.2
3.4,283.4,8.7,7,10.7,10.6,281.5
3,282.8,8.4,6.8,10.7,9.3,287.2
2.6,281.2,8.3,6.7,10.1,7.4,292.9
2.3,278.9,8.2,6.8,9.7,5.6,291
2,277.1,8.1,6.9,9.6,4.6,284.2
1.8,275.5,8,6.9,9.2,4.1,285.2
1.6,274,7.8,6.9,8.8,3.3,292.1
1.5,272.4,7.6,6.8,8.8,2.1,286.2
1.4,270.5,7.5,6.7,8.4,1.8,273.3
1.3,267.9,7.3,6.5,8.1,1.5,289
1.1,265.6,7.1,6.4,7.9,1.3,340.2
1,264.3,6.9,6.2,7.9,1,31.1
1,263.5,6.7,6,7.6,1.3,76.1
0.9,262.9,6.6,5.9,7.3,1.9,74.4
0.8,262.3,6.4,5.7,7.2,2.7,77.4
0.7,261.6,6.3,5.5,6.8,3.3,88.1
0.7,260.1,6.3,5.4,6.7,3.8,95.2
0.8,141.4,6.3,5.2,6.5,4.6,88.1
0.9,141.6,6.4,5,6.6,5.5,84.8
1,141.5,6.4,4.8,9.5,6.2,92.7
1.2,141.7,6.6,4.9,9.8,6.3,92.2
1.3,142,6.7,5,9.9,6.8,88.8
1.5,141.9,6.8,5.1,9.9,7.7,88.1
1.7,141.5,6.8,5.1,9.9,8.4,90.1
1.8,141.2,6.8,5.2,9.8,8.7,92.3
1.9,141.2,7,5.4,9.7,8.5,89.2
2,140.9,7.1,5.5,9.6,8.6,88.4
2,140.4,7.1,5.5,9.4,8.8,88.2
2,139.8,7.1,5.5,9.6,8.9,87.1
2.1,139.2,7,5.5,9.4,9.4,86.1
2.2,138.4,6.9,5.4,9.3,10.2,86.4
2.2,137.4,6.8,5.4,8.9,10.2,88.1
2.3,136.8,6.8,5.5,8.7,10.2,89.9
2.3,136.3,6.8,5.5,8.5,10.2,86.8
2.3,135.3,6.7,5.4,8.2,10.9,84.7
2.3,133.3,6.6,5.4,8,11.3,84
2.4,129.9,6.5,5.4,7.6,11.4,84.5
2.4,125.6,6.5,5.4,7.4,11.7,84.4
2.5,122.5,6.6,5.4,7.3,12,84.3
2.5,120.3,6.7,5.5,7.4,12,84.1
2.7,116.8,6.8,5.6,7.4,12.4,84.6
2.8,107.3,7,5.7,7.6,12.4,84.4
2.9,106,7.3,5.8,7.8,12.4,86.2
3,109.6,7.4,5.9,7.9,12.2,89.8
3.1,115.3,7.6,6,8,11.7,90.8
3,132.1,7.8,6.1,7.9,10.9,89.8
2.9,132.6,8,6.2,7.8,10.6,87.5
2.9,132.2,8.1,6.3,8,9.7,86.6
2.8,131.6,8.3,6.4,8,9,85.8
2.7,221.8,8.6,6.6,7.9,7.8,85.3
2.7,216,8.8,6.9,12.5,6.7,83.2
2.6,214.1,9,7.2,12.4,5.6,86.1
2.5,214.1,9.2,7.5,12.3,3.7,98.7
2.5,215.2,9.3,7.7,12.2,1.9,124.5
2.4,216.9,9.4,7.9,12.1,1.4,170.9
2.4,218.4,9.5,8,11.9,2.6,203.4
2.3,219.1,9.5,8,11.6,3.9,215
2.2,219.2,9.5,8,11.7,4.6,221.8
2.2,219.1,9.5,8,11.5,4.4,220.8
2.1,219,9.4,8,11.4,4.3,215.2
2.1,219,9.3,8,11.2,3.5,213.2
2.1,219.4,9.1,8,11,2,208.1
2.2,220.1,9,8.1,10.5,0.9,136.5
2.3,25.8,9.1,8.2,10.2,1.8,90.9
2.4,24.8,9.1,8.4,10.2,2.2,64
2.4,24.5,9.2,8.5,10.2,3.1,38.3
2.5,24.7,9.3,8.5,10.1,3.6,36.2
2.5,25.4,9.3,8.5,10,3.4,41
2.5,26.4,9.3,8.5,9.9,2.6,37
2.5,27.4,9.2,8.4,9.7,2.5,18.8
2.5,28.5,9.2,8.4,9.5,3.3,34.7
2.5,29.8,9.3,8.5,9.7,3.7,62.3
2.6,31.6,9.3,8.5,9.5,4,81.7
2.6,33.4,9.4,8.5,9.4,4,88
2.5,35.2,9.3,8.4,9.4,4.5,101.7
2.5,195,9.2,8.3,9.3,4.5,126.8
2.4,197.3,9,8.1,9.2,4.5,169
2.4,200,8.8,7.9,8.7,5.8,206
2.3,203.8,8.5,7.3,8.7,6.4,220.4
2.2,207.9,8.2,6.9,8.6,6.5,226.1
2.1,210.4,8.1,6.8,9.9,6.3,230.9
2,212.5,8.1,6.8,9.9,5.4,231.1
1.9,214.2,8.1,7,9.8,4.3,225.1
1.8,215.9,8.1,7.2,9.7,3.7,209.4
1.8,217.8,8.1,7.3,9.5,3.2,199.3
1.7,220,8.1,7.3,9.2,2.4,198.8
1.7,222.3,8,7.3,8.9,1.1,184.9
1.6,47.7,7.9,7.3,8.8,1.2,135.2
1.6,46.9,7.9,7.2,8.7,1.6,139.9
1.6,46.5,7.8,7.2,8.6,1.1,161
1.5,46,7.8,7.1,8.7,0.6,195.6
1.5,45.1,7.7,7.1,8.6,0.9,221.6
1.5,44.1,7.7,7,8.4,1.8,224.1
1.5,43.2,7.6,7,8.2,2.7,246
1.5,42.4,7.5,7,8.1,2.5,266.7
1.5,41.8,7.5,6.9,7.9,1.7,261.3
1.5,41.6,7.4,6.8,7.8,1.8,231.2
1.5,41.6,7.4,6.8,8,2.1,234
1.5,41.3,7.3,6.7,7.9,1.8,231.5
1.4,40.9,7.3,6.7,7.8,1.6,219.5
1.4,40.7,7.2,6.6,7.8,1.4,207.8
1.4,40.5,7.2,6.6,7.7,0.7,206.6
1.3,40.4,7.1,6.6,7.7,0.7,100.9
1.3,213.8,7.1,6.5,7.6,1.5,91
1.2,214.4,7,6.5,7.6,2.3,70.1
1.2,214.8,7,6.4,7.6,3.9,57
1.2,214.9,6.9,6.3,7.5,5.6,50.9
1.2,37.5,6.4,5.2,7.5,7.1,44.8
1.4,37.7,5.8,4.7,7.5,8.8,37.8
1.7,36.2,5.7,4.7,5.7,10.4,31.4
2.1,33,5.9,5,6.4,11.9,25.4
2.5,27.8,6.3,5.4,7,13.2,19
3,23.8,6.8,5.8,7.6,15.1,12
3.7,23,7.4,6.3,8.2,16.4,9.9
4.2,22.5,7.9,6.7,8.8,16.8,5.7
4.6,21.5,8.4,7.1,9.4,17.1,0.8
4.7,19.6,8.6,7.2,9.7,17.1,356.4
4.8,17.9,8.7,7.3,9.9,17.1,352.4
4.8,16.1,8.7,7.3,10,16.7,349
4.7,13.2,8.8,7.3,10.1,16,345
4.6,8.4,8.8,7.3,10.2,15.1,340
4.4,57.1,8.8,7.3,10.4,14.3,335.8
4.1,58.4,8.7,7.2,10.8,13.3,332.8
3.8,58.8,8.7,7.1,10.7,12.1,329.3
3.5,58.4,8.7,7,10.9,10.9,323.6
3.2,56.9,8.7,6.9,10.9,9.8,319.1
2.9,52.6,8.8,6.9,10.9,8.5,315
2.7,49.9,9,7.1,10.9,7.6,305.9
2.6,48,9.2,7.3,10.8,6.4,303.1
2.4,46.2,9.4,7.6,10.8,5.3,294.9
2.3,44.3,9.6,7.9,10.7,4.4,283.6
2.2,41.9,9.8,8.3,10.6,2.8,270.4
2.2,39.1,9.9,8.5,10.7,2.1,227.4
2.1,37.4,9.9,8.6,10.7,2.5,181.4
2,36.2,9.9,8.6,10.6,4.1,143.3
1.9,35.3,9.8,8.6,10.5,6.5,131.6
1.9,34.5,9.5,7.7,10.4,9.2,128.3
2.2,33.8,8.2,6,10.7,10.7,123.6
2.8,33.3,7.5,5.7,10.6,12.4,123.1
3.1,211.6,7.6,6.1,10.2,11.8,130.6
3.1,213.1,8.1,6.5,10.1,9.4,151.5
3,214.6,8.5,7,10.3,7.4,185.8
2.8,215.8,8.8,7.4,10.5,6.9,212.7
2.7,216.3,8.9,7.6,10.6,6.6,217.9
2.6,216.3,9,7.7,10.7,6.2,207.4
2.5,215.8,8.9,7.5,10.7,6.8,192.2
2.5,214.9,8.7,7,10.7,7.9,187.9
2.5,213.5,8.2,6.5,10.6,8.7,188.3
2.6,211.7,7.9,6.3,10.3,9.7,195.8
2.6,210.8,7.8,6.3,10,9.1,200.3
2.6,210.4,7.9,6.4,9.6,8.6,201
2.6,209.8,8,6.5,9.5,8.6,202.2
2.6,209.1,8.1,6.6,9.8,8.4,208.9
2.6,208.5,8.2,6.7,9.7,8.2,217.9
2.6,207.7,8.2,6.8,9.7,7.9,222.6
2.5,207.3,8.2,6.7,9.7,8.3,224.6
2.5,208.1,8,6.5,9.6,8.6,224.4
2.4,210.2,7.9,6.3,9.5,8.8,225.6
2.4,213.7,7.7,6.2,9.4,8.3,230.4
2.3,221.3,7.6,6.2,9.3,7.9,238.3
2.1,224.2,7.6,6.1,9.2,7.5,248.3
2,226.3,7.5,6.1,9.1,7.1,262.7
1.9,228.4,7.4,6.1,9,6.8,270.2
1.9,231,7.2,5.9,8.8,7.1,271.1
1.8,233.8,7.1,5.9,8.6,7.1,271.8
1.7,236.1,7,5.8,8.7,6.5,270.3
1.6,236.9,7,5.9,8.5,5.4,265.5
1.6,330.2,7.1,6.1,8.3,4.3,250.8
1.5,331.4,7.2,6.4,8.2,3.6,227.4
1.4,332.3,7.2,6.5,8.1,2.9,187.4
1.3,333,7.1,6.5,7.9,4.7,144.7
1.3,333.5,7,6.2,8,7.7,131.9
1.5,334.1,5.9,4.8,7.7,10,127.5
1.8,146.6,5.5,4.7,5.9,11.2,126.7
2.1,145.5,5.9,5.1,6.6,10.8,130
2.1,183.2,6.3,5.4,7.3,9.1,143.1
2,189.2,6.7,5.7,7.8,7.3,173.2
1.9,192,6.8,5.9,7.9,7,202
1.8,193.3,6.8,5.8,7.9,6.9,211
1.8,194.3,6.9,5.9,7.8,6,211.1
1.7,195.6,7,6.1,7.8,5,205.2
1.7,241.8,7.2,6.4,7.7,3.7,193.4
1.6,244.2,7.4,6.6,7.7,2.7,168.3
1.6,246.3,7.5,6.8,7.7,2.7,139.8
1.6,249.3,7.8,6.9,7.7,3,117.9
1.6,253.1,8,7.1,7.8,3.2,106.7
1.7,255,8.2,7.3,9.5,3.1,101.7
1.7,255.9,8.4,7.5,10.3,2.8,92.4
1.7,256.4,8.5,7.5,10.3,2.4,75
1.7,256.5,8.6,7.6,10.2,1.8,82.2
1.7,256.5,8.5,7.6,10,0.3,183.4
1.7,256.4,8.4,7.5,9.8,1.9,236
1.6,256.2,8.3,7.3,9.4,3.2,223.2
1.6,255.9,8.1,7.2,9.5,3.5,204.7
1.7,255.6,7.9,7.2,9,3.2,180.3
1.7,255.1,7.8,7.2,8.6,3.1,153.2
1.7,254.6,7.8,7.2,8.7,3,122.6
1.7,87.2,7.8,7.2,8.5,3.5,95.3
