"Hm0","THp","Tm01","Tm02","Tp","U10","wind_dir"
1.4,330.1,6.4,5.5,6.9,4.1,297.8
1.6,331.4,7.4,6.3,8.8,2,289.8
2,15.9,8.2,7.1,9.7,1.8,309.2
2.2,15.3,8.7,7.7,9.7,2.9,351.1
2.4,15.7,8.8,7.9,9.8,4,16.2
2.4,16.9,8.8,7.8,9.6,3.7,28.5
2.4,18.3,8.7,7.8,9.7,2.6,24
2.5,19.5,8.7,7.8,9.6,2.4,3
2.5,20.7,8.8,7.9,9.6,1.9,0.4
2.5,21.7,8.8,7.9,9.7,0.9,260.6
2.5,22.5,8.9,8,9.7,3.6,250.8
2.5,23.1,9,8.1,9.5,5.1,253.1
2.5,23.6,9.1,8.2,9.7,6.2,247.2
2.5,24.3,9,7.7,9.8,7.5,242.5
2.7,25.1,8.5,6.7,9.9,9.8,241.9
3,25.5,7.8,6.2,9.9,11.9,244.4
3.3,227.7,7.7,6.4,7.1,12.7,243.9
3.5,228.3,7.8,6.6,7.8,13.3,239.2
3.6,229.9,7.9,6.7,7.9,13.5,236.2
3.5,229.6,7.9,6.7,8.2,12.8,232.4
3.3,230.7,7.9,6.6,8.3,11.5,227.9
3,235.5,7.9,6.5,8.4,10.6,222.2
2.8,255.4,7.9,6.4,8.8,10.1,219.8
2.7,257.1,7.8,6.3,8.9,10.2,218.6
2.8,256.7,7.7,6.3,8.8,10.7,217
2.9,255.2,7.7,6.3,8.7,10.8,215.5
3,253,7.8,6.4,8.6,11.3,216.7
3.1,251.2,7.9,6.5,8.8,10.5,218.3
3,248.3,8,6.7,8.8,9.8,221.4
2.9,246.4,8.1,6.8,8.8,9.5,223.2
2.8,244.9,8,6.7,8.8,9.2,231.2
2.7,244.6,8,6.7,8.8,8.6,246.8
2.5,244.5,8,6.7,8.8,7.9,261.5
2.4,243.6,8,6.7,8.8,7.6,269.5
2.3,242.8,8,6.7,8.8,7.3,273.5
2.2,326.4,8,6.8,8.9,6.3,280.4
2.1,327.2,8.2,7.1,8.6,4.4,289.8
2,328.2,8.3,7.4,8.7,2.5,301.4
2,329.2,8.4,7.7,8.8,1.3,7.8
2,330.3,8.5,7.8,9.1,3.6,58.9
2.1,26.5,8.7,8,9.4,6.5,72.7
2.1,24.3,8.8,8.2,9.7,8.5,78
2.2,23.6,8.8,7.7,9.8,10.1,74.2
2.5,24.9,8.1,6.2,9.5,10.9,71.3
2.8,28.7,7.8,6.1,9.7,9.8,72.5
2.8,210.8,8.1,6.5,10.1,8.6,92.5
2.7,209.8,8.5,7.1,10.2,6.4,119.9
2.7,209.6,8.8,7.5,10.3,6.7,142.8
2.6,209.7,8.8,7.5,10.4,7.4,157.7
2.6,209.9,8.8,7.4,10.4,6.7,163.8
2.5,210,8.9,7.6,10.3,5.8,169.4
2.5,209.9,9,7.9,10.3,5.3,171.7
2.6,209.6,9.1,8.1,10.3,5.2,176.6
2.6,208.8,9.2,8.2,10.3,5.5,183.7
2.7,20.3,9.2,8.2,10.3,5.9,189.4
2.7,20.4,9.2,8.1,10.2,6,192.8
2.7,20.4,9.2,8.1,10.1,6,188.8
2.8,20.2,9.2,8.1,10.1,6.3,187
2.8,20.1,9.3,8.1,10.1,6.1,192.3
2.8,20.1,9.3,8.2,10.1,5.6,199.7
2.7,20.4,9.3,8.3,10.1,5.1,205.7
2.7,20.6,9.3,8.3,10,5.3,209.3
2.7,20.9,9.2,8.1,10,6.5,216.1
2.7,21.2,8.9,7.5,10,7.8,221.6
2.7,21.4,8.5,7,9.9,8.6,222.1
2.8,212.8,8.3,6.7,9.7,9.4,220
2.9,213.2,8,6.6,9.5,10.3,218.4
2.9,213.5,7.9,6.5,9.5,10.6,218.2
2.9,213.3,7.8,6.5,9.3,10.4,214.9
2.8,212.6,7.8,6.5,9.2,10.3,210
2.8,211.2,7.7,6.4,9.1,10.5,204
2.8,210.5,7.6,6.3,9,10.4,203.1
2.7,211.6,7.6,6.3,9,9.7,200.6
2.6,214.2,7.6,6.3,9,9.2,192.2
2.5,216.8,7.6,6.3,8.9,9.1,188.2
2.4,219.2,7.6,6.3,8.9,8.2,188.3
2.2,221.8,7.7,6.4,8.8,7.1,184.7
2.1,222.5,7.8,6.5,8.7,6.8,177.8
2,222.6,7.8,6.5,8.6,6.9,176.4
2,222.2,7.7,6.4,8.9,6.8,181.3
1.9,221.3,7.7,6.4,8.8,6.3,186.9
1.9,219.9,7.7,6.4,8.7,6,189.8
1.8,218.2,7.7,6.5,8.6,5.6,195.7
1.8,216.5,7.6,6.5,8.5,5.5,214.8
1.7,215.3,7.5,6.4,8.4,5.5,235.6
1.7,214.1,7.4,6.2,8.3,6.5,249.8
1.8,215,7,5.8,8.1,7.7,258.3
1.9,261,6.5,5.4,7.8,9.1,262
2,262.1,6.3,5.4,7.5,10,262.9
2.1,259,6.3,5.4,7.2,10.4,261.8
2.1,254.7,6.3,5.4,7.1,10.3,259.8
2,250.5,6.2,5.3,7.1,9.6,257
1.8,245.6,6.2,5.3,7.1,8.3,249.8
1.6,239.7,6.2,5.3,7.1,6.9,233.5
1.4,236,6.2,5.3,7.1,5.7,207.2
1.4,231.1,6,5.1,7,7.5,185.2
1.5,202.4,5.7,4.8,6.7,9,186.7
1.7,200,5.7,4.9,6.6,9.4,183.7
1.9,194.1,6,5.1,6.8,10.4,178.6
2.1,191.4,6.2,5.3,7.1,10.6,171.8
2.2,207.2,6.5,5.5,7.5,10.2,172
2.2,207.3,6.6,5.6,7.8,9.9,174.5
2.2,206,6.7,5.6,7.9,9.6,178.6
2.1,207.1,6.7,5.6,7.9,8.6,177.6
2,208.4,6.7,5.6,7.9,8.1,168.8
1.9,207.2,6.6,5.5,7.8,8.6,152.4
2,163.7,6.4,5.4,7.7,9.7,143
2.2,155,6.5,5.5,7.6,10.3,131.2
2.4,163.5,6.9,5.8,8,10.2,127.2
2.6,177.5,7.4,6.2,8.7,9.8,125.8
2.8,179.7,7.9,6.5,9.1,9.6,124.2
2.9,183,8.3,6.9,9.6,8.8,117.4
3.1,203.7,8.7,7.2,9.8,8.6,110.3
3.2,209.7,9.1,7.5,10.2,7.9,101.2
3.3,211.6,9.5,7.9,10.5,7.2,99.5
3.3,212.9,9.8,8.4,10.9,4.3,95.2
3.2,214.3,10,8.7,11.1,1.4,81.8
3.1,216.1,10,8.8,11.1,0.9,198.5
3,218.5,9.9,8.8,11,3.9,215
2.8,221.9,9.7,8.6,10.5,6,218.7
2.6,223.2,9.3,8,9.6,7.3,209.8
2.5,222.6,8.6,6.9,9.3,8.5,192.9
2.5,222.4,8,6.4,9,8.7,174
2.4,169.5,7.6,6.1,8.6,8.7,152.8
2.3,161.7,7.4,6,8.6,9.2,148
2.4,160.8,7.3,6,8.3,9.5,152.7
2.5,160.3,7.5,6.2,8.4,8.8,143.1
2.6,157.7,7.6,6.2,8.6,10.1,111.1
3.2,132.1,7.4,6,8.2,15.7,105.7
4.4,134.5,7.8,6.6,8.7,18.7,110.4
5.2,133.1,8.7,7.4,9.5,17.4,116.6
5.1,142.7,9.3,7.9,10.3,14,126.7
4.7,147.4,9.5,8.2,10.5,12.2,133.2
4.4,146.8,9.5,8.1,10.6,12.2,130.5
4.2,144.3,9.3,7.8,10.6,12.6,126.7
4.1,143.8,9,7.5,10.4,13,127.8
3.9,146.6,8.9,7.4,10.2,11.9,128.2
3.6,149.8,8.8,7.3,10.1,10.7,126.6
3.3,152.9,8.8,7.3,10.1,9.1,122.1
3,155.8,8.8,7.4,9.9,7.6,115
2.7,158.4,8.9,7.6,9.8,6.6,102.1
2.5,160.6,8.9,7.7,9.6,5.4,87.6
2.4,163.7,8.8,7.8,9.8,4.6,73.7
2.2,167.3,8.6,7.6,9.5,4.7,76.9
2.2,170.7,8.4,7.3,9.3,5.2,97.3
2.2,173.9,8.1,7.1,9.2,4.5,102.2
2.2,86.8,8,7.1,9,3.8,107.8
2.1,86.2,8,7.2,8.8,3.1,123.5
2.1,87.2,7.9,7.2,8.6,2.3,141.3
2,89.9,7.9,7.3,8.4,2,167.6
2,92.4,7.9,7.3,8.3,2.3,197.3
1.9,93.4,7.9,7.2,8.1,2.8,219.7
1.8,228,7.8,7.2,8,3,233.7
1.8,228.4,7.8,7.2,8,3,240.5
1.7,228.5,7.8,7.2,8,2.9,242.2
1.6,228.5,7.8,7.1,8,2.8,243.1
1.6,228.5,7.7,7.1,8,2.3,240.9
1.5,228.4,7.7,7.1,8,1.8,226.3
1.5,228.3,7.7,7,8,1.7,200.4
1.4,228.1,7.6,7,8,1.9,172.2
1.3,227.8,7.6,6.9,8.1,2.7,154
1.3,227.4,7.5,6.8,8.1,3.3,141.8
1.2,226.4,7.4,6.7,8.1,4,137.2
1.2,186.8,7.4,6.6,8.2,4.4,122.4
1.1,187.3,7.2,6.1,8.3,5.6,105.5
1.2,213.5,6.8,5.3,8.4,6.6,93.4
1.3,215.3,6.4,5,8.6,7.4,88.7
1.4,217.9,6.3,4.9,8.7,7.1,83.9
1.4,221.2,6.3,5,8.8,6.9,73.4
1.5,222.9,6.4,5,8.9,6.8,73
1.5,223.7,6.5,5.2,8.9,6.2,74.7
1.6,224.1,6.7,5.5,8.8,5.4,73.2
1.6,224.4,6.9,5.8,8.7,5.2,66.9
1.7,224.6,7.1,6,8.6,5.2,66.3
1.7,224.7,7.2,6.1,8.5,4.7,64.4
1.7,224.8,7.3,6.3,8.5,4.2,55.5
1.7,224.9,7.4,6.4,8.5,4.4,49.3
1.7,225,7.4,6.4,8.5,4.7,54.5
1.7,225.1,7.4,6.3,8.5,4.8,64
1.6,225.2,7.4,6.3,8.6,5.1,77.1
1.6,225.3,7.3,6.2,8.8,5.4,94.3
1.6,225.4,7.2,5.9,8.6,6.8,104.9
1.6,225.5,7,5.6,8.7,7.6,119.1
1.6,225.4,6.7,5.3,8.7,8.3,124.8
1.7,224.8,6.2,4.9,8.6,9.6,125.6
1.9,225.6,6.4,5,8.2,9.4,125.2
2.3,231.3,7.8,5.5,15.7,9.1,128.1
2.8,237.4,9.7,6.5,15.6,7.7,132.7
3.3,239.7,11.2,7.6,15.4,7.3,135.8
3.6,240.8,11.8,8.4,15.5,7.2,135.1
3.8,241.4,11.9,8.7,15,7.4,130.6
3.9,241.8,11.6,8.7,14.6,6.2,139.5
3.9,242.1,11.2,8.8,14.2,4.4,205.7
3.8,242.2,10.8,8.9,14.2,9.6,240.1
3.7,242.1,10.1,7.8,13.7,11.8,239
3.7,241.9,9.4,7.2,13.3,10.2,229.5
3.4,241.9,9.3,7.3,12.9,9.1,217.7
3.1,241.9,9.2,7.3,12.8,8.3,215.9
2.9,241.9,9.1,7.4,12.3,7,220.3
2.7,242,9.2,7.6,11.9,6.2,218.7
2.5,242.4,9.2,7.6,11.6,6.3,212.2
2.5,242.9,9.2,7.5,11.8,6.6,205.5
2.4,243.4,9.2,7.5,11.6,6.1,188.9
2.4,243.7,9.3,7.4,11.7,6.4,156.8
2.5,243.8,9.1,7.1,11.7,8.7,132.4
2.7,243.8,8.4,6.3,11.6,10.2,152.1
3.1,243.1,7.9,6.2,11.3,12.1,157.9
3.4,197.2,8.1,6.6,9.1,11.5,177.3
3.7,209.8,8.6,7.1,10.1,12.6,206.7
4.1,216.6,8.8,7.3,10.5,13.7,213.8
4.2,221.7,9,7.4,10.7,13,213.5
4,224.4,9,7.4,10.6,11.7,209.8
3.6,225.7,9,7.4,10.6,10.4,206
3.3,226.5,9,7.4,10.5,8.6,201.4
2.9,227.1,9.1,7.5,10.7,7,198.1
2.7,227.5,9.1,7.7,10.5,6.1,200.7
2.5,227.9,9,7.7,10.4,6.2,211.3
2.4,228.3,8.9,7.4,10.3,6.7,222.4
2.4,228.7,8.6,7.1,10.1,7.1,226.9
2.4,229,8.4,6.9,9.8,6.8,228.4
2.5,229.3,8.5,7.2,9.5,5.9,229.3
2.7,229.2,8.9,7.8,9.7,5.1,238
3,227,9.4,8.4,10.3,5.2,264.9
3.3,220.4,10,9,10.7,6.3,284
3.5,219.2,10.3,9.3,11.1,6.9,286.6
3.6,219.9,10.4,9.4,11.2,6.7,286.3
3.4,221.7,10.3,9.3,11.1,6.1,289.3
3.3,224.3,10,9.2,10.9,4.7,297.5
3.1,226.2,9.8,9,10.4,3,305.1
3,33.4,9.7,8.9,10.4,1.6,294.5
2.9,36.4,9.7,8.9,10.3,1,238.7
2.8,39,9.7,9,10.3,1.9,189
2.8,40.8,9.8,9,10.5,3.5,167.1
2.8,41.7,9.9,9.1,10.6,5.8,156.9
2.7,42.1,10,9.2,10.9,7.7,149.1
2.7,42.1,9.8,8.3,10.9,8.9,167.3
2.8,41.9,9,7,10.9,8.6,195.7
3,226.2,8.4,6.6,10.8,11.3,222.7
3.3,229.9,8.1,6.5,10.1,11.9,231.8
3.3,233.1,8.1,6.7,9.7,11.5,236
3.3,236.9,8.2,6.8,9.7,11.1,240.2
3.2,238.3,8.2,6.8,9.7,10.8,241.5
3.2,239,8.3,6.9,9.5,10.9,249.7
3.3,238.6,8.6,7.1,9.9,9.6,268.5
3.2,218.3,9,7.5,10.2,8.1,299.1
3.2,217.8,9.3,7.8,10.4,8.9,327.3
3.2,218.2,9.1,7.4,10.6,10.3,340.2
3.3,219.4,8.7,7,10.7,11.1,344
3.3,221.7,8.6,6.9,10.6,10.7,343
3.2,226.5,8.6,7.1,10.5,9.4,336.6
3,228.9,8.8,7.3,10.3,7.9,325.4
2.9,230.7,9,7.6,10.2,7.2,311.9
2.7,232.5,9,7.7,10.1,6.9,303.7
2.5,234.6,8.9,7.6,9.9,6.3,301.4
2.3,237.6,8.7,7.5,9.6,5.8,298
2.2,240.1,8.4,7.3,9.5,5.8,295.4
2,241.7,8.2,7,9.1,5.9,300
1.9,242.7,7.9,6.7,8.8,5.7,304.3
1.8,243.6,7.7,6.5,8.8,5.6,303.7
1.7,244.8,7.5,6.3,8.6,5.7,303.2
1.6,246.7,7.4,6.3,8.5,5.3,306.8
1.6,249.8,7.4,6.4,8.5,4.4,301
1.6,253,7.6,6.6,8.6,3.7,286.6
1.5,254.4,7.7,6.8,8.7,3.3,269.5
1.5,255.2,7.8,7,8.8,3,245.8
1.5,255.8,7.8,7,8.8,3.1,216.1
1.4,256.2,7.8,7,8.8,4.5,201.9
1.4,256.4,7.8,7,8.7,5.1,199.1
1.4,256.6,7.6,6.6,8.7,5.7,203.3
1.4,256.2,7,5.6,8.6,6.4,214.5
1.4,255.7,6.6,5.2,8.5,7,225
1.5,254.9,6.1,4.9,8.4,8.2,238.5
1.6,255.5,5.8,4.8,8.1,9,252.8
1.7,256.7,5.8,4.9,6.1,9.4,259.6
1.8,257.7,5.9,5,6.5,9.9,262.7
1.9,258.6,6,5.1,6.7,10.1,264.3
1.9,258.3,6.1,5.2,7,9.2,259.5
1.8,256.4,6.2,5.2,7.2,8.4,245.2
1.7,254.7,6.2,5.2,7.2,8.7,224
1.8,252.2,6.1,5.1,7.3,9.8,219.7
2.2,242,6.2,5.3,7.2,11.9,234.7
2.9,247.8,6.8,5.8,7.7,13.6,240.2
3.2,252.3,7.3,6.2,8.4,13.3,235.9
3.3,251.8,7.5,6.3,8.6,12.9,226.6
3.1,254.2,7.6,6.3,8.7,11.6,214.2
2.9,254.2,7.5,6.2,8.6,11.4,200.6
3,248.9,7.4,6.1,8.6,12.6,189.9
3.2,206.5,7.3,6.1,8.7,13.8,183.3
3.4,208.7,7.6,6.3,8.9,12.6,175.7
3.5,211.4,7.9,6.5,9.2,13.3,181.6
3.8,213.7,8.2,6.8,9.5,13.6,185.8
4.2,221.4,8.6,7.1,9.9,14.2,189.9
4.5,226.3,9.1,7.5,10.6,13.9,192.9
5,233.1,9.7,8,11.5,14.1,195.8
5.5,237.3,10.5,8.6,12.2,13.7,207
5.9,240.3,11.1,9.2,13,13.9,215.1
6.2,245.6,11.4,9.5,13.2,14.1,223.5
6.3,248.8,11.5,9.5,13.3,14.4,230.6
6.3,250.8,11.3,9.4,13.2,14.7,235.7
6,252.1,11,9.1,12.8,14.5,237.2
5.6,253.2,10.7,8.8,12.5,13.9,236.9
5,254.9,10.2,8.5,12,12.5,233.9
4.3,256.8,9.9,8.1,11.4,10.7,229.2
3.6,258.3,9.6,7.9,11.2,9,223.5
3.1,259.2,9.3,7.8,10.7,7.2,219.5
2.7,259.5,9.1,7.8,10.4,5.7,214.4
2.4,259.2,8.9,7.9,10,4.5,210.5
2.2,257.8,8.8,7.9,9.4,3.8,221.6
2,254,8.6,7.8,9.4,3,241.3
1.9,246.1,8.5,7.8,9.2,2.3,250.8
1.9,242.5,8.6,7.8,9.1,2.1,255.9
1.9,240.9,8.7,7.9,9.2,2.1,269.3
1.9,240.2,8.8,8,9.5,2.2,283.8
1.9,240.2,8.8,8,9.7,2.5,288.4
1.9,240.8,8.8,8.1,9.5,2.7,291.3
1.9,241.6,8.8,8.1,9.5,2.9,288.1
1.8,242.5,8.8,8,9.7,3.1,281.5
1.8,243.2,8.7,7.9,9.6,3.3,274.3
1.7,243.9,8.6,7.9,9.4,3.3,266.8
1.6,244.4,8.5,7.8,9.3,3.2,260.3
1.6,244.8,8.4,7.7,9.2,2.9,247.9
1.6,245.1,8.3,7.6,9.1,3.1,232.4
1.5,245.4,8.3,7.6,9,3.5,229.6
1.5,245.6,8.2,7.5,8.9,3.2,232.1
1.5,245.6,8.1,7.4,8.7,2.4,220.4
1.4,245.5,8,7.3,8.8,2.1,198.1
1.4,245.3,7.9,7.2,8.7,1.6,193.2
1.3,245,7.8,7.1,8.5,0.3,190.7
1.3,244.7,7.6,7,8.4,1.4,47.1
1.2,244.3,7.5,6.8,8.3,2.2,49.8
1.2,243.8,7.4,6.7,8.2,2.3,23.3
1.2,243.3,7.2,6.6,8,3.7,1.5
1.1,242.7,7.1,6.4,8.1,5,0.4
1.1,242.4,7,6.4,7.9,5.6,356.5
1.1,242.6,6.9,6.3,7.7,6.1,349.1
1.2,243.2,6.6,5.4,7.7,6.7,343.6
1.3,244.3,6.1,4.9,7.7,6.6,341.9
1.3,244.8,6.2,5,7.8,6.1,337.3
1.3,245,6.4,5.2,7.9,5.8,327.1
1.2,245.1,6.4,5.3,7.9,5.7,322.9
1.2,245.2,6.5,5.3,7.9,5.1,322.5
1.2,245.4,6.6,5.5,7.9,4.6,320.7
1.1,245.7,6.7,5.6,7.8,4.3,320.4
1.1,246.2,6.7,5.7,7.7,4.2,324.2
1,246.8,6.6,5.7,7.6,3.7,328
1,247.6,6.6,5.8,7.5,3.1,327.4
0.9,248.4,6.5,5.8,7.3,3.1,328.1
0.9,249.4,6.5,5.7,7.1,3.1,332.1
0.8,250.2,6.4,5.7,7.2,3,337.1
0.8,249.8,6.4,5.6,7.1,3,338.4
0.8,247,6.6,5.6,7,3.4,338.3
0.9,243.6,7.1,5.8,6.9,4.1,341.7
1.1,240.6,7.8,6.1,10.7,4.2,346
1.4,237.5,8.5,6.5,10.7,4.2,344.8
1.6,233,9,7,10.7,4.5,340.1
1.9,230,9.3,7.4,10.7,5.1,337.8
2,228.7,9.4,7.5,10.7,5.2,342.5
2.1,228.8,9.5,7.6,10.7,4.8,348.5
2.1,229.5,9.4,7.7,10.6,4.4,350
2,230.7,9.2,7.8,10.4,4.4,356.1
2,232.2,9,7.6,10.2,4.5,11.5
1.9,234.1,8.8,7.5,10,4.1,26.3
1.8,236.6,8.5,7.3,9.8,3.8,33.2
1.7,238.2,8.3,7.2,9.5,4.6,34.9
1.6,239.3,8,6.7,9.5,5.5,38.4
1.5,240.1,7.6,6.1,9.2,5.9,39.1
1.5,240.6,7.2,5.8,9,6.5,33.8
1.4,240.7,6.8,5.3,8.9,7,27
1.4,239,6.5,5,8.6,7.3,20.4
1.4,229.2,6.7,4.9,8.6,7.4,12.2
1.6,227.4,7.4,5,12.9,7.8,3.1
1.9,227.1,8.2,5.4,12.6,8.4,353.9
2.3,227.1,8.6,5.8,12.4,8.9,346.8
2.6,227.3,8.8,6.1,12.3,9,338.9
2.8,227.5,8.9,6.3,12.1,9.4,331.7
2.9,227.8,8.8,6.4,12,9.9,328.1
2.9,228.3,8.6,6.4,11.8,9.9,326.7
2.8,229.1,8.5,6.4,11.5,9.7,326
2.7,230.1,8.4,6.3,11.6,9,324
2.5,231.7,8.4,6.4,11.3,7.9,322.2
2.3,234.2,8.5,6.5,11.1,6.7,319.3
2.1,237.6,8.6,6.8,10.8,5.4,311.1
1.9,239.3,8.6,7,10.6,3.6,300.6
1.8,240.3,8.6,7.3,10.6,2.2,258.8
1.7,240.8,8.4,7.3,10.3,2.8,198.9
1.7,240.9,8.3,7.2,10,5.1,183.5
1.6,240.1,7.8,6.4,9.7,6.7,178.5
1.7,237.8,7.1,5.7,9,7.6,176.3
1.8,232.8,6.8,5.5,8.3,7.6,168.1
1.8,231.2,6.8,5.6,8,7.6,158.9
1.7,231.2,6.9,5.7,8.1,6.6,156.5
1.7,232,7.1,6,8.2,4.4,151.6
1.6,233.1,7.3,6.4,8.2,2.6,139.7
1.5,234,7.4,6.6,8.2,1,134.3
1.5,234.6,7.4,6.7,8.1,0.7,351.1
1.4,235,7.4,6.7,8,1.5,338
1.4,235.6,7.2,6.5,7.8,1.8,331.7
1.4,236.4,7.1,6.4,8,1.7,320.7
1.3,237,7,6.3,7.8,1.5,307.7
1.3,237.5,6.9,6.3,7.7,1.6,280.3
1.3,237.9,6.9,6.3,7.6,2.4,268.1
1.2,238.4,6.9,6.3,7.6,3,259.2
1.2,238.9,6.9,6.3,7.5,3.9,249.5
1.1,239.5,6.9,6.2,7.5,4.9,246.6
1.1,240.1,6.6,5.6,7.5,4.8,244.9
1.1,240.5,6.5,5.4,7.5,4.5,233.7
1.1,240.9,6.5,5.5,7.5,4.5,219
1.1,241.2,6.5,5.4,7.4,4.6,207.3
1.1,241.4,6.3,5.3,7.4,5.1,194.9
1.1,241.3,6.1,5,7.4,6.1,180.7
1.1,240.9,5.7,4.6,7.4,7.7,170.8
1.4,239,5.2,4.4,7.5,9.5,166.2
1.8,183.8,5.3,4.6,5.6,11.6,162.2
2.3,182.3,5.8,5,6.4,13.9,158.2
2.8,183.6,6.4,5.6,7.1,13.6,163
2.8,195.5,6.9,5.9,7.8,11.6,184.6
2.8,211.2,7.3,6.1,8.3,10.9,202
2.8,222.4,7.5,6.2,8.9,11.3,205.6
3,229.4,7.7,6.3,9.4,11.4,204.2
3.1,237.2,7.9,6.4,9.7,11.7,201.7
3.2,240.1,8,6.4,9.9,12,200
3.3,241,8,6.4,9.9,12.4,200.8
3.3,241.1,7.9,6.4,9.7,12.1,205.1
3.2,241,7.9,6.4,9.5,11.5,213.3
3,241.4,7.8,6.3,9.6,10.7,218.4
2.8,241.5,7.6,6.2,9.4,10.6,219.1
2.7,241.1,7.5,6.1,9.2,11,215.2
2.7,240.4,7.3,6,8.9,11.5,207.9
2.9,239.4,7.3,6,8.5,12.2,204.5
3,239,7.3,6,8.8,12.5,203.1
3,239.9,7.4,6.1,8.6,12.1,201.2
2.9,240.9,7.4,6.1,8.9,11.7,194.6
2.9,240.9,7.3,6,9,12.1,186.7
2.9,239.7,7.3,5.9,8.8,12.5,180.4
3,199.5,7.3,6,8.6,13,176.9
3.2,200.2,7.4,6.1,8.8,13.5,174.6
3.4,198.8,7.5,6.2,8.7,14.3,172.6
3.6,192.6,7.7,6.4,8.9,14.7,169.7
3.8,188.9,7.9,6.5,8.7,14.7,166.8
3.9,187.1,8,6.6,8.7,14.9,167.1
3.9,185.2,8,6.6,8.8,15,164.1
3.9,182.8,8.1,6.7,8.9,14.6,159.7
3.9,179.9,8,6.7,8.9,14.5,158.3
3.8,177.7,8,6.6,8.9,14.2,159.3
3.7,175.2,8,6.6,8.9,13.5,159.4
3.4,174.8,8,6.6,9,11.8,159.1
3.1,176.9,8,6.6,9.3,10.1,158.9
2.8,181.4,8,6.7,9.3,7.6,170.1
2.5,183.1,8.1,7,9.2,4.8,193.8
2.3,182.2,8.2,7.2,9.1,3.3,231
2.1,226.7,8.1,7.2,8.9,3.7,267.1
2,227.7,8,7.2,8.8,4.3,288.4
1.8,228.4,7.9,7.1,8.7,4.3,301.6
1.7,228.8,7.8,7,8.7,4,310.1
1.6,229.2,7.7,6.9,8.7,3.2,325.7
1.5,229.4,7.6,6.8,8.7,2,350.5
1.4,229.6,7.6,6.7,8.7,0.7,68.9
1.3,229.8,7.5,6.7,8.6,2.4,147.1
1.3,230,7.4,6.6,8.8,4.2,161.5
1.2,230,7.3,6.4,8.6,5.5,166.4
1.2,229.6,6.8,5.4,8.5,6.5,161
1.2,228.3,6.3,4.9,8.4,7.3,158.9
1.2,226.3,5.8,4.6,8.3,7.4,157.4
1.2,224.3,5.6,4.5,8.2,7.1,150.8
1.2,222.6,5.4,4.4,8.1,8.1,149.6
1.3,220,5.4,4.4,8,8,144.7
1.3,218.4,5.4,4.4,4.9,7.7,142.2
1.3,217.6,5.5,4.5,4.9,7.6,138.8
1.3,216.6,5.4,4.4,4.9,8.1,133.1
1.4,137.4,5.3,4.4,4.9,9,131
1.5,141.2,5.2,4.4,5.1,9,133.6
1.5,142.1,5.3,4.5,5.3,9.1,135.1
1.5,140.9,5.3,4.5,5.4,9.2,133.7
1.5,137.6,5.4,4.6,5.5,9.2,129.6
1.6,134.8,5.5,4.7,5.5,9.6,126.9
1.7,135.3,5.5,4.7,5.7,10.1,126.9
1.8,134.7,5.7,4.8,5.8,10.3,125.7
1.9,137.4,5.9,5,6,10.4,127.9
1.9,142.4,6.1,5.1,6.4,9.5,130.4
1.8,178.2,6.3,5.3,6.9,7.5,133.7
1.6,181.2,6.6,5.5,7.2,5.5,150.2
1.5,183,6.8,5.8,7.2,4.4,197.4
1.5,274,6.9,5.7,7.7,6.3,230.4
1.5,236.1,6.5,5.2,8.9,7.9,239.8
1.6,234.5,6.1,5,8.9,8.4,236.7
1.6,231.9,6.1,5,8.7,8.2,224.8
1.6,230.9,6.2,5.1,8.6,7.2,207.3
1.5,233,6.2,5.1,8.6,6.9,175.6
1.5,233.7,5.9,4.8,8.4,8.6,146.8
1.7,153.7,5.6,4.7,5.4,10.6,128.9
2,147.3,5.7,4.9,6,11.2,129.4
2.2,152.6,6.1,5.3,6.4,11.4,145.2
2.4,162.8,6.5,5.6,7.2,10.8,157.3
2.4,167,6.7,5.7,7.6,10.3,161
2.3,169.2,6.8,5.8,7.7,9.5,165.8
2.2,172.9,6.9,5.8,7.8,8.7,177.5
2.1,176.6,6.9,5.8,7.9,8.7,186.4
2.1,185.5,6.8,5.7,8,9.4,192.2
2.2,197.4,6.6,5.5,7.9,10,199
2.2,206.8,6.6,5.5,7.8,10,206.3
2.1,211.4,6.6,5.6,7.8,9.1,209.4
2,213.5,6.6,5.6,7.8,8.8,207.1
1.9,215.3,6.5,5.4,7.8,9.1,209.7
1.9,218.7,6.3,5.3,7.7,9.1,218.3
1.8,223.9,6.2,5.2,7.5,8.7,223.6
1.7,227.1,6.2,5.2,7.3,8.2,222.7
1.6,228,6.1,5.1,7.1,8,217
1.6,227.9,6,5,7.3,8.1,213.9
1.5,227.8,5.8,5,7.2,7.9,210.2
1.5,228.4,5.8,4.9,7,7.8,204
1.4,228.8,5.7,4.8,6.9,7.8,200.9
1.4,229.6,5.6,4.7,6.8,7.7,207.4
1.3,239.2,5.6,4.8,6.8,6.7,215.9
1.2,246.6,5.7,4.9,6.8,6,223.2
1.2,251.3,5.8,5,6.8,5.9,235.5
1.2,253.5,5.9,5,6.9,5.8,246
1.2,254.4,5.9,5.1,6.9,5.4,248.6
1.2,254.6,6,5.1,6.9,4.6,245.6
1.1,254.5,6,5.2,6.9,4.1,233.2
1,254.6,6,5.3,6.8,4,218.9
1,254.8,6,5.3,6.8,4.5,208.7
1,255,5.9,5.1,6.7,5,200.7
1,254.9,5.7,4.8,6.6,5.8,194
